"Abd","Species","sample"
0.03,"CP001931.1 Thermocrinis albus DSM 14484, complete genome","./00.initial.data/mock.cs/A.2.R.120"
0.025,"CP001802.1 Gordonia bronchialis DSM 43247, complete genome","./00.initial.data/mock.cs/A.2.R.120"
0.021,"CP015880.1 Ensifer adhaerens strain Casida A, complete genome","./00.initial.data/mock.cs/A.2.R.120"
0.018,"NZ_CP023402.1 Elizabethkingia anophelis Ag1 chromosome, complete genome","./00.initial.data/mock.cs/A.2.R.120"
0.015,"CP000096.1 Chlorobium luteolum DSM 273, complete genome","./00.initial.data/mock.cs/A.2.R.120"
0.012,"CP002588.1 Archaeoglobus veneficus SNP6, complete genome","./00.initial.data/mock.cs/A.2.R.120"
0.01,"BX470250.1 Bordetella bronchiseptica strain RB50, complete genome","./00.initial.data/mock.cs/A.2.R.120"
16.187,"CP016376.1 Elizabethkingia meningoseptica strain G4076, complete genome","./00.initial.data/mock.cs/A.2.R.180"
13.815,"BX470250.1 Bordetella bronchiseptica strain RB50, complete genome","./00.initial.data/mock.cs/A.2.R.180"
11.54,"CP001868.2 Haloferax mediterranei ATCC 33500, complete genome","./00.initial.data/mock.cs/A.2.R.180"
9.639,"NZ_CP023402.1 Elizabethkingia anophelis Ag1 chromosome, complete genome","./00.initial.data/mock.cs/A.2.R.180"
8.051,"CP014692.1 Acetobacter aceti strain TMW2.1153, complete genome","./00.initial.data/mock.cs/A.2.R.180"
6.725,"CP001189.1 Gluconacetobacter diazotrophicus PAl 5, complete genome","./00.initial.data/mock.cs/A.2.R.180"
5.617,"CP000822.1 Citrobacter koseri ATCC BAA-895, complete genome","./00.initial.data/mock.cs/A.2.R.180"
4.692,"NC_001133.9 Saccharomyces cerevisiae S288c chromosome I, complete sequence","./00.initial.data/mock.cs/A.2.R.180"
4.692,"NC_001146.8 Saccharomyces cerevisiae S288c chromosome XIV, complete sequence","./00.initial.data/mock.cs/A.2.R.180"
4.692,"NC_001134.8 Saccharomyces cerevisiae S288c chromosome II, complete sequence","./00.initial.data/mock.cs/A.2.R.180"
4.692,"NC_001142.9 Saccharomyces cerevisiae S288c chromosome X, complete sequence","./00.initial.data/mock.cs/A.2.R.180"
4.692,"NC_001224.1 Saccharomyces cerevisiae S288c mitochondrion, complete genome","./00.initial.data/mock.cs/A.2.R.180"
4.692,"NC_001135.5 Saccharomyces cerevisiae S288c chromosome III, complete sequence","./00.initial.data/mock.cs/A.2.R.180"
4.692,"NC_001137.3 Saccharomyces cerevisiae S288c chromosome V, complete sequence","./00.initial.data/mock.cs/A.2.R.180"
4.692,"NC_001140.6 Saccharomyces cerevisiae S288c chromosome VIII, complete sequence","./00.initial.data/mock.cs/A.2.R.180"
4.692,"NC_001141.2 Saccharomyces cerevisiae S288c chromosome IX, complete sequence","./00.initial.data/mock.cs/A.2.R.180"
4.692,"NC_001139.9 Saccharomyces cerevisiae S288c chromosome VII, complete sequence","./00.initial.data/mock.cs/A.2.R.180"
4.692,"NC_001147.6 Saccharomyces cerevisiae S288c chromosome XV, complete sequence","./00.initial.data/mock.cs/A.2.R.180"
4.692,"NC_001136.10 Saccharomyces cerevisiae S288c chromosome IV, complete sequence","./00.initial.data/mock.cs/A.2.R.180"
4.692,"NC_001138.5 Saccharomyces cerevisiae S288c chromosome VI, complete sequence","./00.initial.data/mock.cs/A.2.R.180"
4.692,"NC_001145.3 Saccharomyces cerevisiae S288c chromosome XIII, complete sequence","./00.initial.data/mock.cs/A.2.R.180"
4.692,"NC_001144.5 Saccharomyces cerevisiae S288c chromosome XII, complete sequence","./00.initial.data/mock.cs/A.2.R.180"
4.692,"NC_001148.4 Saccharomyces cerevisiae S288c chromosome XVI, complete sequence","./00.initial.data/mock.cs/A.2.R.180"
4.692,"NC_001143.9 Saccharomyces cerevisiae S288c chromosome XI, complete sequence","./00.initial.data/mock.cs/A.2.R.180"
3.919,"CP001690.1 Halogeometricum borinquense DSM 11551, complete genome","./00.initial.data/mock.cs/A.2.R.180"
3.273,"CP001899.1 Ferroglobus placidus DSM 10642, complete genome","./00.initial.data/mock.cs/A.2.R.180"
2.734,"NC_007494.2 Rhodobacter sphaeroides 2.4.1 chromosome 2, complete sequence","./00.initial.data/mock.cs/A.2.R.180"
2.734,"NC_007493.2 Rhodobacter sphaeroides 2.4.1 chromosome 1, complete sequence","./00.initial.data/mock.cs/A.2.R.180"
2.284,"CP001097.1 Chlorobium limicola DSM 245, complete genome","./00.initial.data/mock.cs/A.2.R.180"
1.907,"CP000628.1 Agrobacterium radiobacter K84 chromosome 1, complete sequence","./00.initial.data/mock.cs/A.2.R.180"
1.907,"CP000629.1 Agrobacterium radiobacter K84 chromosome 2, complete sequence","./00.initial.data/mock.cs/A.2.R.180"
1.593,"CP023049.1 Chryseobacterium piperi strain ATCC BAA-1782, complete genome","./00.initial.data/mock.cs/A.2.R.180"
1.331,"CP002588.1 Archaeoglobus veneficus SNP6, complete genome","./00.initial.data/mock.cs/A.2.R.180"
1.112,"CP001389.1 Sinorhizobium fredii NGR234, complete genome","./00.initial.data/mock.cs/A.2.R.180"
0.928,"NC_016906.1 Gordonia polyisoprenivorans VH2, complete genome","./00.initial.data/mock.cs/A.2.R.180"
0.776,"CP000096.1 Chlorobium luteolum DSM 273, complete genome","./00.initial.data/mock.cs/A.2.R.180"
0.648,"NC_011567.1 Anoxybacillus flavithermus WK1, complete genome","./00.initial.data/mock.cs/A.2.R.180"
0.541,"CP001956.1 Haloferax volcanii DS2, complete genome","./00.initial.data/mock.cs/A.2.R.180"
0.452,"CP012023.1 Celeribacter marinus strain IMCC 12053, complete genome","./00.initial.data/mock.cs/A.2.R.180"
0.377,"CP004393.1 Celeribacter indicus strain P73, complete genome","./00.initial.data/mock.cs/A.2.R.180"
0.315,"CP012152.1 Anoxybacillus gonensis strain G2, complete genome","./00.initial.data/mock.cs/A.2.R.180"
0.263,"CP003059.1 Taylorella asinigenitalis MCE3, complete genome","./00.initial.data/mock.cs/A.2.R.180"
0.22,"CP014687.1 Acetobacter persici strain TMW2.1084, complete genome","./00.initial.data/mock.cs/A.2.R.180"
0.184,"NC_003317.1 Brucella melitensis bv. 1 str. 16M chromosome I, complete sequence","./00.initial.data/mock.cs/A.2.R.180"
0.184,"NC_003318.1 Brucella melitensis 16M chromosome II, complete sequence","./00.initial.data/mock.cs/A.2.R.180"
0.153,"CP001931.1 Thermocrinis albus DSM 14484, complete genome","./00.initial.data/mock.cs/A.2.R.180"
0.128,"CP015880.1 Ensifer adhaerens strain Casida A, complete genome","./00.initial.data/mock.cs/A.2.R.180"
0.107,"AE000782.1 Archaeoglobus fulgidus DSM 4304, complete genome","./00.initial.data/mock.cs/A.2.R.180"
0.089,"AP011112.1 Hydrogenobacter thermophilus TK-6 DNA, complete genome","./00.initial.data/mock.cs/A.2.R.180"
0.075,"CP002456.1 Taylorella equigenitalis MCE9, complete genome","./00.initial.data/mock.cs/A.2.R.180"
0.062,"CP001108.1 Prosthecochloris aestuarii DSM 271, complete genome","./00.initial.data/mock.cs/A.2.R.180"
0.052,"NC_006670.1 Cryptococcus neoformans var. neoformans JEC21 chromosome 1, complete sequence","./00.initial.data/mock.cs/A.2.R.180"
0.052,"NC_006694.1 Cryptococcus neoformans var. neoformans JEC21 chromosome 9, complete sequence","./00.initial.data/mock.cs/A.2.R.180"
0.052,"NC_006682.1 Cryptococcus neoformans var. neoformans JEC21 chromosome 13, complete sequence","./00.initial.data/mock.cs/A.2.R.180"
0.052,"NC_006683.1 Cryptococcus neoformans var. neoformans JEC21 chromosome 14, complete sequence","./00.initial.data/mock.cs/A.2.R.180"
0.052,"NC_006685.1 Cryptococcus neoformans var. neoformans JEC21 chromosome 3, complete sequence","./00.initial.data/mock.cs/A.2.R.180"
0.052,"NC_006684.1 Cryptococcus neoformans var. neoformans JEC21 chromosome 2, complete sequence","./00.initial.data/mock.cs/A.2.R.180"
0.052,"NC_006693.1 Cryptococcus neoformans var. neoformans JEC21 chromosome 8, complete sequence","./00.initial.data/mock.cs/A.2.R.180"
0.052,"NC_006679.1 Cryptococcus neoformans var. neoformans JEC21 chromosome 10, complete sequence","./00.initial.data/mock.cs/A.2.R.180"
0.052,"NC_006692.1 Cryptococcus neoformans var. neoformans JEC21 chromosome 7, complete sequence","./00.initial.data/mock.cs/A.2.R.180"
0.052,"NC_006686.1 Cryptococcus neoformans var. neoformans JEC21 chromosome 4, complete sequence","./00.initial.data/mock.cs/A.2.R.180"
0.052,"NC_006691.1 Cryptococcus neoformans var. neoformans JEC21 chromosome 6, complete sequence","./00.initial.data/mock.cs/A.2.R.180"
0.052,"NC_006687.1 Cryptococcus neoformans var. neoformans JEC21 chromosome 5, complete sequence","./00.initial.data/mock.cs/A.2.R.180"
0.052,"NC_006680.1 Cryptococcus neoformans var. neoformans JEC21 chromosome 11, complete sequence","./00.initial.data/mock.cs/A.2.R.180"
0.052,"NC_006681.1 Cryptococcus neoformans var. neoformans JEC21 chromosome 12, complete sequence","./00.initial.data/mock.cs/A.2.R.180"
0.044,"CP000783.1 Cronobacter sakazakii ATCC BAA-894, complete genome","./00.initial.data/mock.cs/A.2.R.180"
0.036,"CP018058.1 Geobacillus thermocatenulatus strain KCTC 3921, complete genome","./00.initial.data/mock.cs/A.2.R.180"
0.03,"NC_014420.1 Encephalitozoon intestinalis ATCC 50506 chromosome VI, complete sequence","./00.initial.data/mock.cs/A.2.R.180"
0.03,"NC_014425.1 Encephalitozoon intestinalis ATCC 50506 chromosome XI, complete sequence","./00.initial.data/mock.cs/A.2.R.180"
0.03,"NC_014422.1 Encephalitozoon intestinalis ATCC 50506 chromosome VIII, complete sequence","./00.initial.data/mock.cs/A.2.R.180"
0.03,"NC_014424.1 Encephalitozoon intestinalis ATCC 50506 chromosome X, complete sequence","./00.initial.data/mock.cs/A.2.R.180"
0.03,"NC_014416.1 Encephalitozoon intestinalis ATCC 50506 chromosome II, complete sequence","./00.initial.data/mock.cs/A.2.R.180"
0.03,"NC_014423.1 Encephalitozoon intestinalis ATCC 50506 chromosome IX sequence","./00.initial.data/mock.cs/A.2.R.180"
0.03,"NC_014419.1 Encephalitozoon intestinalis ATCC 50506 chromosome V, complete sequence","./00.initial.data/mock.cs/A.2.R.180"
0.03,"NC_014415.1 Encephalitozoon intestinalis ATCC 50506 chromosome I, complete sequence","./00.initial.data/mock.cs/A.2.R.180"
0.03,"NC_014418.1 Encephalitozoon intestinalis ATCC 50506 chromosome IV, complete sequence","./00.initial.data/mock.cs/A.2.R.180"
0.03,"NC_014421.1 Encephalitozoon intestinalis ATCC 50506 chromosome VII, complete sequence","./00.initial.data/mock.cs/A.2.R.180"
0.03,"NC_014417.1 Encephalitozoon intestinalis ATCC 50506 chromosome III, complete sequence","./00.initial.data/mock.cs/A.2.R.180"
0.025,"CP022540.1 Antarctobacter heliothermus strain SMS3, complete genome","./00.initial.data/mock.cs/A.2.R.180"
0.021,"CP001802.1 Gordonia bronchialis DSM 43247, complete genome","./00.initial.data/mock.cs/A.2.R.180"
0.018,"NC_002505.1 Vibrio cholerae O1 biovar El Tor str. N16961 chromosome I, complete sequence","./00.initial.data/mock.cs/A.2.R.180"
0.018,"NC_002506.1 Vibrio cholerae O1 biovar El Tor str. N16961 chromosome II, complete sequence","./00.initial.data/mock.cs/A.2.R.180"
0.015,"CP007028.1 Thermocrinis ruber strain DSM 23557, complete genome","./00.initial.data/mock.cs/A.2.R.180"
0.012,"CP012257.1 Cronobacter universalis NCTC 9529, complete genome","./00.initial.data/mock.cs/A.2.R.180"
0.01,"CP011341.1 Rhodococcus aetherivorans strain IcdP1, complete genome","./00.initial.data/mock.cs/A.2.R.180"
16.187,"CP007028.1 Thermocrinis ruber strain DSM 23557, complete genome","./00.initial.data/mock.cs/A.2.R.30"
13.815,"CP011341.1 Rhodococcus aetherivorans strain IcdP1, complete genome","./00.initial.data/mock.cs/A.2.R.30"
11.54,"CP001868.2 Haloferax mediterranei ATCC 33500, complete genome","./00.initial.data/mock.cs/A.2.R.30"
9.639,"NC_006670.1 Cryptococcus neoformans var. neoformans JEC21 chromosome 1, complete sequence","./00.initial.data/mock.cs/A.2.R.30"
9.639,"NC_006694.1 Cryptococcus neoformans var. neoformans JEC21 chromosome 9, complete sequence","./00.initial.data/mock.cs/A.2.R.30"
9.639,"NC_006682.1 Cryptococcus neoformans var. neoformans JEC21 chromosome 13, complete sequence","./00.initial.data/mock.cs/A.2.R.30"
9.639,"NC_006683.1 Cryptococcus neoformans var. neoformans JEC21 chromosome 14, complete sequence","./00.initial.data/mock.cs/A.2.R.30"
9.639,"NC_006685.1 Cryptococcus neoformans var. neoformans JEC21 chromosome 3, complete sequence","./00.initial.data/mock.cs/A.2.R.30"
9.639,"NC_006684.1 Cryptococcus neoformans var. neoformans JEC21 chromosome 2, complete sequence","./00.initial.data/mock.cs/A.2.R.30"
9.639,"NC_006693.1 Cryptococcus neoformans var. neoformans JEC21 chromosome 8, complete sequence","./00.initial.data/mock.cs/A.2.R.30"
9.639,"NC_006679.1 Cryptococcus neoformans var. neoformans JEC21 chromosome 10, complete sequence","./00.initial.data/mock.cs/A.2.R.30"
9.639,"NC_006692.1 Cryptococcus neoformans var. neoformans JEC21 chromosome 7, complete sequence","./00.initial.data/mock.cs/A.2.R.30"
9.639,"NC_006686.1 Cryptococcus neoformans var. neoformans JEC21 chromosome 4, complete sequence","./00.initial.data/mock.cs/A.2.R.30"
9.639,"NC_006691.1 Cryptococcus neoformans var. neoformans JEC21 chromosome 6, complete sequence","./00.initial.data/mock.cs/A.2.R.30"
9.639,"NC_006687.1 Cryptococcus neoformans var. neoformans JEC21 chromosome 5, complete sequence","./00.initial.data/mock.cs/A.2.R.30"
9.639,"NC_006680.1 Cryptococcus neoformans var. neoformans JEC21 chromosome 11, complete sequence","./00.initial.data/mock.cs/A.2.R.30"
9.639,"NC_006681.1 Cryptococcus neoformans var. neoformans JEC21 chromosome 12, complete sequence","./00.initial.data/mock.cs/A.2.R.30"
8.051,"CP001108.1 Prosthecochloris aestuarii DSM 271, complete genome","./00.initial.data/mock.cs/A.2.R.30"
6.725,"CP015880.1 Ensifer adhaerens strain Casida A, complete genome","./00.initial.data/mock.cs/A.2.R.30"
5.617,"CP014692.1 Acetobacter aceti strain TMW2.1153, complete genome","./00.initial.data/mock.cs/A.2.R.30"
4.692,"NZ_CP023402.1 Elizabethkingia anophelis Ag1 chromosome, complete genome","./00.initial.data/mock.cs/A.2.R.30"
3.919,"CP012257.1 Cronobacter universalis NCTC 9529, complete genome","./00.initial.data/mock.cs/A.2.R.30"
3.273,"NC_014420.1 Encephalitozoon intestinalis ATCC 50506 chromosome VI, complete sequence","./00.initial.data/mock.cs/A.2.R.30"
3.273,"NC_014425.1 Encephalitozoon intestinalis ATCC 50506 chromosome XI, complete sequence","./00.initial.data/mock.cs/A.2.R.30"
3.273,"NC_014422.1 Encephalitozoon intestinalis ATCC 50506 chromosome VIII, complete sequence","./00.initial.data/mock.cs/A.2.R.30"
3.273,"NC_014424.1 Encephalitozoon intestinalis ATCC 50506 chromosome X, complete sequence","./00.initial.data/mock.cs/A.2.R.30"
3.273,"NC_014416.1 Encephalitozoon intestinalis ATCC 50506 chromosome II, complete sequence","./00.initial.data/mock.cs/A.2.R.30"
3.273,"NC_014423.1 Encephalitozoon intestinalis ATCC 50506 chromosome IX sequence","./00.initial.data/mock.cs/A.2.R.30"
3.273,"NC_014419.1 Encephalitozoon intestinalis ATCC 50506 chromosome V, complete sequence","./00.initial.data/mock.cs/A.2.R.30"
3.273,"NC_014415.1 Encephalitozoon intestinalis ATCC 50506 chromosome I, complete sequence","./00.initial.data/mock.cs/A.2.R.30"
3.273,"NC_014418.1 Encephalitozoon intestinalis ATCC 50506 chromosome IV, complete sequence","./00.initial.data/mock.cs/A.2.R.30"
3.273,"NC_014421.1 Encephalitozoon intestinalis ATCC 50506 chromosome VII, complete sequence","./00.initial.data/mock.cs/A.2.R.30"
3.273,"NC_014417.1 Encephalitozoon intestinalis ATCC 50506 chromosome III, complete sequence","./00.initial.data/mock.cs/A.2.R.30"
2.734,"CP000628.1 Agrobacterium radiobacter K84 chromosome 1, complete sequence","./00.initial.data/mock.cs/A.2.R.30"
2.734,"CP000629.1 Agrobacterium radiobacter K84 chromosome 2, complete sequence","./00.initial.data/mock.cs/A.2.R.30"
2.284,"CP001690.1 Halogeometricum borinquense DSM 11551, complete genome","./00.initial.data/mock.cs/A.2.R.30"
1.907,"CP018058.1 Geobacillus thermocatenulatus strain KCTC 3921, complete genome","./00.initial.data/mock.cs/A.2.R.30"
1.593,"NC_011567.1 Anoxybacillus flavithermus WK1, complete genome","./00.initial.data/mock.cs/A.2.R.30"
1.331,"AE000782.1 Archaeoglobus fulgidus DSM 4304, complete genome","./00.initial.data/mock.cs/A.2.R.30"
1.112,"CP002456.1 Taylorella equigenitalis MCE9, complete genome","./00.initial.data/mock.cs/A.2.R.30"
0.928,"CP014687.1 Acetobacter persici strain TMW2.1084, complete genome","./00.initial.data/mock.cs/A.2.R.30"
0.776,"CP004393.1 Celeribacter indicus strain P73, complete genome","./00.initial.data/mock.cs/A.2.R.30"
0.648,"CP001899.1 Ferroglobus placidus DSM 10642, complete genome","./00.initial.data/mock.cs/A.2.R.30"
0.541,"CP022540.1 Antarctobacter heliothermus strain SMS3, complete genome","./00.initial.data/mock.cs/A.2.R.30"
0.452,"CP001802.1 Gordonia bronchialis DSM 43247, complete genome","./00.initial.data/mock.cs/A.2.R.30"
0.377,"AP011112.1 Hydrogenobacter thermophilus TK-6 DNA, complete genome","./00.initial.data/mock.cs/A.2.R.30"
0.315,"CP012152.1 Anoxybacillus gonensis strain G2, complete genome","./00.initial.data/mock.cs/A.2.R.30"
0.263,"CP001189.1 Gluconacetobacter diazotrophicus PAl 5, complete genome","./00.initial.data/mock.cs/A.2.R.30"
0.22,"CP002588.1 Archaeoglobus veneficus SNP6, complete genome","./00.initial.data/mock.cs/A.2.R.30"
0.184,"BX470250.1 Bordetella bronchiseptica strain RB50, complete genome","./00.initial.data/mock.cs/A.2.R.30"
0.153,"CP000783.1 Cronobacter sakazakii ATCC BAA-894, complete genome","./00.initial.data/mock.cs/A.2.R.30"
0.128,"CP001931.1 Thermocrinis albus DSM 14484, complete genome","./00.initial.data/mock.cs/A.2.R.30"
0.107,"NC_007494.2 Rhodobacter sphaeroides 2.4.1 chromosome 2, complete sequence","./00.initial.data/mock.cs/A.2.R.30"
0.107,"NC_007493.2 Rhodobacter sphaeroides 2.4.1 chromosome 1, complete sequence","./00.initial.data/mock.cs/A.2.R.30"
0.089,"NC_016906.1 Gordonia polyisoprenivorans VH2, complete genome","./00.initial.data/mock.cs/A.2.R.30"
0.075,"CP016376.1 Elizabethkingia meningoseptica strain G4076, complete genome","./00.initial.data/mock.cs/A.2.R.30"
0.062,"CP000096.1 Chlorobium luteolum DSM 273, complete genome","./00.initial.data/mock.cs/A.2.R.30"
0.052,"CP000822.1 Citrobacter koseri ATCC BAA-895, complete genome","./00.initial.data/mock.cs/A.2.R.30"
0.044,"CP023049.1 Chryseobacterium piperi strain ATCC BAA-1782, complete genome","./00.initial.data/mock.cs/A.2.R.30"
0.036,"CP001956.1 Haloferax volcanii DS2, complete genome","./00.initial.data/mock.cs/A.2.R.30"
0.03,"NC_002505.1 Vibrio cholerae O1 biovar El Tor str. N16961 chromosome I, complete sequence","./00.initial.data/mock.cs/A.2.R.30"
0.03,"NC_002506.1 Vibrio cholerae O1 biovar El Tor str. N16961 chromosome II, complete sequence","./00.initial.data/mock.cs/A.2.R.30"
0.025,"CP003059.1 Taylorella asinigenitalis MCE3, complete genome","./00.initial.data/mock.cs/A.2.R.30"
0.021,"CP001097.1 Chlorobium limicola DSM 245, complete genome","./00.initial.data/mock.cs/A.2.R.30"
0.018,"CP012023.1 Celeribacter marinus strain IMCC 12053, complete genome","./00.initial.data/mock.cs/A.2.R.30"
0.015,"NC_003317.1 Brucella melitensis bv. 1 str. 16M chromosome I, complete sequence","./00.initial.data/mock.cs/A.2.R.30"
0.015,"NC_003318.1 Brucella melitensis 16M chromosome II, complete sequence","./00.initial.data/mock.cs/A.2.R.30"
0.012,"CP001389.1 Sinorhizobium fredii NGR234, complete genome","./00.initial.data/mock.cs/A.2.R.30"
0.01,"NC_001133.9 Saccharomyces cerevisiae S288c chromosome I, complete sequence","./00.initial.data/mock.cs/A.2.R.30"
0.01,"NC_001146.8 Saccharomyces cerevisiae S288c chromosome XIV, complete sequence","./00.initial.data/mock.cs/A.2.R.30"
0.01,"NC_001134.8 Saccharomyces cerevisiae S288c chromosome II, complete sequence","./00.initial.data/mock.cs/A.2.R.30"
0.01,"NC_001142.9 Saccharomyces cerevisiae S288c chromosome X, complete sequence","./00.initial.data/mock.cs/A.2.R.30"
0.01,"NC_001224.1 Saccharomyces cerevisiae S288c mitochondrion, complete genome","./00.initial.data/mock.cs/A.2.R.30"
0.01,"NC_001135.5 Saccharomyces cerevisiae S288c chromosome III, complete sequence","./00.initial.data/mock.cs/A.2.R.30"
0.01,"NC_001137.3 Saccharomyces cerevisiae S288c chromosome V, complete sequence","./00.initial.data/mock.cs/A.2.R.30"
0.01,"NC_001140.6 Saccharomyces cerevisiae S288c chromosome VIII, complete sequence","./00.initial.data/mock.cs/A.2.R.30"
0.01,"NC_001141.2 Saccharomyces cerevisiae S288c chromosome IX, complete sequence","./00.initial.data/mock.cs/A.2.R.30"
0.01,"NC_001139.9 Saccharomyces cerevisiae S288c chromosome VII, complete sequence","./00.initial.data/mock.cs/A.2.R.30"
0.01,"NC_001147.6 Saccharomyces cerevisiae S288c chromosome XV, complete sequence","./00.initial.data/mock.cs/A.2.R.30"
0.01,"NC_001136.10 Saccharomyces cerevisiae S288c chromosome IV, complete sequence","./00.initial.data/mock.cs/A.2.R.30"
0.01,"NC_001138.5 Saccharomyces cerevisiae S288c chromosome VI, complete sequence","./00.initial.data/mock.cs/A.2.R.30"
0.01,"NC_001145.3 Saccharomyces cerevisiae S288c chromosome XIII, complete sequence","./00.initial.data/mock.cs/A.2.R.30"
0.01,"NC_001144.5 Saccharomyces cerevisiae S288c chromosome XII, complete sequence","./00.initial.data/mock.cs/A.2.R.30"
0.01,"NC_001148.4 Saccharomyces cerevisiae S288c chromosome XVI, complete sequence","./00.initial.data/mock.cs/A.2.R.30"
0.01,"NC_001143.9 Saccharomyces cerevisiae S288c chromosome XI, complete sequence","./00.initial.data/mock.cs/A.2.R.30"
16.187,"NZ_CP023402.1 Elizabethkingia anophelis Ag1 chromosome, complete genome","./00.initial.data/mock.cs/A.2.R.60"
13.815,"NC_016906.1 Gordonia polyisoprenivorans VH2, complete genome","./00.initial.data/mock.cs/A.2.R.60"
11.54,"CP000628.1 Agrobacterium radiobacter K84 chromosome 1, complete sequence","./00.initial.data/mock.cs/A.2.R.60"
11.54,"CP000629.1 Agrobacterium radiobacter K84 chromosome 2, complete sequence","./00.initial.data/mock.cs/A.2.R.60"
9.639,"NC_014420.1 Encephalitozoon intestinalis ATCC 50506 chromosome VI, complete sequence","./00.initial.data/mock.cs/A.2.R.60"
9.639,"NC_014425.1 Encephalitozoon intestinalis ATCC 50506 chromosome XI, complete sequence","./00.initial.data/mock.cs/A.2.R.60"
9.639,"NC_014422.1 Encephalitozoon intestinalis ATCC 50506 chromosome VIII, complete sequence","./00.initial.data/mock.cs/A.2.R.60"
9.639,"NC_014424.1 Encephalitozoon intestinalis ATCC 50506 chromosome X, complete sequence","./00.initial.data/mock.cs/A.2.R.60"
9.639,"NC_014416.1 Encephalitozoon intestinalis ATCC 50506 chromosome II, complete sequence","./00.initial.data/mock.cs/A.2.R.60"
9.639,"NC_014423.1 Encephalitozoon intestinalis ATCC 50506 chromosome IX sequence","./00.initial.data/mock.cs/A.2.R.60"
9.639,"NC_014419.1 Encephalitozoon intestinalis ATCC 50506 chromosome V, complete sequence","./00.initial.data/mock.cs/A.2.R.60"
9.639,"NC_014415.1 Encephalitozoon intestinalis ATCC 50506 chromosome I, complete sequence","./00.initial.data/mock.cs/A.2.R.60"
9.639,"NC_014418.1 Encephalitozoon intestinalis ATCC 50506 chromosome IV, complete sequence","./00.initial.data/mock.cs/A.2.R.60"
9.639,"NC_014421.1 Encephalitozoon intestinalis ATCC 50506 chromosome VII, complete sequence","./00.initial.data/mock.cs/A.2.R.60"
9.639,"NC_014417.1 Encephalitozoon intestinalis ATCC 50506 chromosome III, complete sequence","./00.initial.data/mock.cs/A.2.R.60"
8.051,"CP022540.1 Antarctobacter heliothermus strain SMS3, complete genome","./00.initial.data/mock.cs/A.2.R.60"
6.725,"CP007028.1 Thermocrinis ruber strain DSM 23557, complete genome","./00.initial.data/mock.cs/A.2.R.60"
5.617,"NC_006670.1 Cryptococcus neoformans var. neoformans JEC21 chromosome 1, complete sequence","./00.initial.data/mock.cs/A.2.R.60"
5.617,"NC_006694.1 Cryptococcus neoformans var. neoformans JEC21 chromosome 9, complete sequence","./00.initial.data/mock.cs/A.2.R.60"
5.617,"NC_006682.1 Cryptococcus neoformans var. neoformans JEC21 chromosome 13, complete sequence","./00.initial.data/mock.cs/A.2.R.60"
5.617,"NC_006683.1 Cryptococcus neoformans var. neoformans JEC21 chromosome 14, complete sequence","./00.initial.data/mock.cs/A.2.R.60"
5.617,"NC_006685.1 Cryptococcus neoformans var. neoformans JEC21 chromosome 3, complete sequence","./00.initial.data/mock.cs/A.2.R.60"
5.617,"NC_006684.1 Cryptococcus neoformans var. neoformans JEC21 chromosome 2, complete sequence","./00.initial.data/mock.cs/A.2.R.60"
5.617,"NC_006693.1 Cryptococcus neoformans var. neoformans JEC21 chromosome 8, complete sequence","./00.initial.data/mock.cs/A.2.R.60"
5.617,"NC_006679.1 Cryptococcus neoformans var. neoformans JEC21 chromosome 10, complete sequence","./00.initial.data/mock.cs/A.2.R.60"
5.617,"NC_006692.1 Cryptococcus neoformans var. neoformans JEC21 chromosome 7, complete sequence","./00.initial.data/mock.cs/A.2.R.60"
5.617,"NC_006686.1 Cryptococcus neoformans var. neoformans JEC21 chromosome 4, complete sequence","./00.initial.data/mock.cs/A.2.R.60"
5.617,"NC_006691.1 Cryptococcus neoformans var. neoformans JEC21 chromosome 6, complete sequence","./00.initial.data/mock.cs/A.2.R.60"
5.617,"NC_006687.1 Cryptococcus neoformans var. neoformans JEC21 chromosome 5, complete sequence","./00.initial.data/mock.cs/A.2.R.60"
5.617,"NC_006680.1 Cryptococcus neoformans var. neoformans JEC21 chromosome 11, complete sequence","./00.initial.data/mock.cs/A.2.R.60"
5.617,"NC_006681.1 Cryptococcus neoformans var. neoformans JEC21 chromosome 12, complete sequence","./00.initial.data/mock.cs/A.2.R.60"
4.692,"CP012257.1 Cronobacter universalis NCTC 9529, complete genome","./00.initial.data/mock.cs/A.2.R.60"
3.919,"CP016376.1 Elizabethkingia meningoseptica strain G4076, complete genome","./00.initial.data/mock.cs/A.2.R.60"
3.273,"CP012152.1 Anoxybacillus gonensis strain G2, complete genome","./00.initial.data/mock.cs/A.2.R.60"
2.734,"AP011112.1 Hydrogenobacter thermophilus TK-6 DNA, complete genome","./00.initial.data/mock.cs/A.2.R.60"
2.284,"CP001868.2 Haloferax mediterranei ATCC 33500, complete genome","./00.initial.data/mock.cs/A.2.R.60"
1.907,"CP002588.1 Archaeoglobus veneficus SNP6, complete genome","./00.initial.data/mock.cs/A.2.R.60"
1.593,"CP001931.1 Thermocrinis albus DSM 14484, complete genome","./00.initial.data/mock.cs/A.2.R.60"
1.331,"CP001802.1 Gordonia bronchialis DSM 43247, complete genome","./00.initial.data/mock.cs/A.2.R.60"
1.112,"CP001189.1 Gluconacetobacter diazotrophicus PAl 5, complete genome","./00.initial.data/mock.cs/A.2.R.60"
